REP_Bio;Concentration;Maceration;Desinfection;Inoc_fluid; Rep_tech ;Pop_sample;Log_CFU_sample
3;C5;Single_seed;Unsterilized;Water;8;1E+04;4.14612803567824
3;C5;Single_seed;Unsterilized;Water;9;1E+04;4.04921802267018
3;C5;Single_seed;Unsterilized;Water;10;2E+04;4.3654879848909
3;C5;Single_seed;Unsterilized;Water;11;8E+03;3.90308998699194
3;C5;Single_seed;Unsterilized;Water;12;2E+04;4.38021124171161
3;C5;Single_seed;Sterilized;Water;1;1E+04;4.09342168516223
3;C5;Single_seed;Sterilized;Water;2;8E+03;3.90308998699194
3;C5;Single_seed;Sterilized;Water;3;2E+04;4.37291200297011
3;C5;Single_seed;Sterilized;Water;4;3E+04;4.48287358360875
3;C5;Single_seed;Sterilized;Water;5;4E+03;3.60205999132796
3;C5;Single_seed;Sterilized;Water;6;2E+04;4.2148438480477
3;C5;Single_seed;Sterilized;Water;7;2E+04;4.25527250510331
3;C5;Single_seed;Sterilized;Water;8;3E+04;4.42813479402879
3;C5;Single_seed;Sterilized;Water;9;1E+04;4.15836249209525
3;C5;Single_seed;Sterilized;Water;10;2E+04;4.32633586092875
3;C5;Single_seed;Sterilized;Water;11;2E+04;4.31806333496276
3;C5;Single_seed;Sterilized;Water;12;2E+04;4.26481782300954
3;C6;Single_seed;Unsterilized;Water;1;2E+05;5.35024801833416
3;C6;Single_seed;Unsterilized;Water;2;2E+05;5.18184358794477
3;C6;Single_seed;Unsterilized;Water;3;3E+05;5.44715803134222
3;C6;Single_seed;Unsterilized;Water;4;2E+05;5.37291200297011
3;C6;Single_seed;Unsterilized;Water;5;4E+05;5.63144376901317
3;C6;Single_seed;Unsterilized;Water;6;2E+05;5.27415784926368
3;C6;Single_seed;Unsterilized;Water;7;5E+05;5.67760695272049
3;C6;Single_seed;Unsterilized;Water;8;9E+05;5.96378782734556
3;C6;Single_seed;Unsterilized;Water;9;3E+05;5.4996870826184
3;C6;Single_seed;Unsterilized;Water;10;3E+05;5.49415459401844
3;C6;Single_seed;Unsterilized;Water;11;4E+05;5.61066016308988
3;C6;Single_seed;Unsterilized;Water;12;4E+05;5.6232492903979
3;C6;Single_seed;Unsterilized;Alginate;1;1E+05;5.12057393120585
3;C6;Single_seed;Unsterilized;Alginate;2;2E+05;5.19312459835446
3;C6;Single_seed;Unsterilized;Alginate;3;9E+04;4.94448267215017
3;C6;Single_seed;Unsterilized;Alginate;4;2E+05;5.26481782300954
3;C6;Single_seed;Unsterilized;Alginate;5;4E+05;5.63144376901317
3;C6;Single_seed;Unsterilized;Alginate;6;4E+04;4.54654266347813
3;C6;Single_seed;Unsterilized;Alginate;7;1E+05;5.09342168516223
3;C6;Single_seed;Unsterilized;Alginate;8;1E+05;5.13353890837022
3;C6;Single_seed;Unsterilized;Alginate;9;2E+05;5.20411998265593
3;C6;Single_seed;Unsterilized;Alginate;10;8E+04;4.92427928606188
3;C6;Single_seed;Unsterilized;Alginate;11;1E+05;5.13353890837022
3;C6;Single_seed;Unsterilized;Alginate;12;2E+05;5.38021124171161
3;C6;Single_seed;Sterilized;Water;1;1E+06;6.01703333929878
3;C6;Single_seed;Sterilized;Water;2;7E+05;5.86923171973098
3;C6;Single_seed;Sterilized;Water;3;4E+06;6.59769518592551
3;C6;Single_seed;Sterilized;Water;4;2E+06;6.19312459835446
3;C6;Single_seed;Sterilized;Water;5;6E+05;5.78103693862113
3;C6;Single_seed;Sterilized;Water;6;9E+05;5.94448267215017
3;C6;Single_seed;Sterilized;Water;7;8E+05;5.88081359228079
3;C6;Single_seed;Sterilized;Water;8;2E+05;5.38021124171161
3;C6;Single_seed;Sterilized;Water;9;4E+05;5.57518784492766
3;C6;Single_seed;Sterilized;Water;10;3E+05;5.42160392686983
3;C6;Single_seed;Sterilized;Water;11;4E+05;5.63948648926859
3;C6;Single_seed;Sterilized;Water;12;3E+06;6.44090908206522
3;C6;Single_seed;Sterilized;Alginate;1;2E+05;5.35024801833416
3;C6;Single_seed;Sterilized;Alginate;2;1E+05;5.13353890837022
3;C6;Single_seed;Sterilized;Alginate;3;3E+05;5.40823996531185
3;C6;Single_seed;Sterilized;Alginate;4;3E+05;5.45331834004704
3;C6;Single_seed;Sterilized;Alginate;5;4E+05;5.58883172559421
3;C6;Single_seed;Sterilized;Alginate;6;3E+05;5.51054501020661
3;C6;Single_seed;Sterilized;Alginate;7;2E+05;5.37291200297011
3;C6;Single_seed;Sterilized;Alginate;8;2E+05;5.19312459835446
3;C6;Single_seed;Sterilized;Alginate;9;2E+05;5.35793484700045
3;C6;Single_seed;Sterilized;Alginate;10;2E+05;5.32633586092875
3;C6;Single_seed;Sterilized;Alginate;11;5E+05;5.66651798055488
3;C6;Single_seed;Sterilized;Alginate;12;1E+06;6.07918124604763
3;C7;Single_seed;Unsterilized;Water;1;2E+07;7.18184358794477
3;C7;Single_seed;Unsterilized;Water;2;9E+06;6.94448267215017
3;C7;Single_seed;Unsterilized;Water;3;1E+07;7.07918124604763
3;C7;Single_seed;Unsterilized;Water;4;1E+07;7.15836249209525
3;C7;Single_seed;Unsterilized;Water;5;1E+07;7.17026171539496
3;C7;Single_seed;Unsterilized;Water;6;2E+07;7.25527250510331
3;C7;Single_seed;Unsterilized;Water;7;5E+07;7.66275783168157
3;C7;Single_seed;Unsterilized;Water;8;2E+07;7.18184358794477
3;C7;Single_seed;Unsterilized;Water;9;1E+07;7.01703333929878
3;C7;Single_seed;Unsterilized;Water;10;1E+07;7.15836249209525
3;C7;Single_seed;Unsterilized;Water;11;1E+07;7.03342375548695
3;C7;Single_seed;Unsterilized;Water;12;1E+07;7.12057393120585
3;C7;Single_seed;Sterilized;Water;1;3E+07;7.4345689040342
3;C7;Single_seed;Sterilized;Water;2;1E+07;7.0
3;C7;Single_seed;Sterilized;Water;3;4E+07;7.56584781867352
3;C7;Single_seed;Sterilized;Water;4;3E+07;7.40823996531185
3;C7;Single_seed;Sterilized;Water;5;6E+06;6.78103693862113
3;C7;Single_seed;Sterilized;Water;6;1E+07;7.0
3;C7;Single_seed;Sterilized;Water;7;2E+06;6.32633586092875
3;C7;Single_seed;Sterilized;Water;8;3E+07;7.40140054078154
3;C7;Single_seed;Sterilized;Water;9;8E+06;6.90308998699194
3;C7;Single_seed;Sterilized;Water;10;6E+06;6.7481880270062
3;C7;Single_seed;Sterilized;Water;11;1E+07;7.01703333929878
3;C7;Single_seed;Sterilized;Water;12;4E+06;6.60205999132796
